Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Fred Jones,193,95,University of Oregon,1979,493,11618,1229,3012,775,955,385,1107,844,1905,180,893,1073,1098,384,131,578,952,3618
Fred Roberts,208,98,Brigham Young University,1960,813,14350,2251,4515,1403,1764,51,154,2200,4361,810,1380,2190,966,388,237,958,1494,5956
Fred VanVleet,183,88,Wichita State University,1994,37,294,39,111,18,22,11,29,28,82,4,38,42,35,17,2,15,36,107
Fred Vinson,193,86,Georgia Institute of Technology,1971,13,67,6,24,2,3,3,13,3,11,0,1,1,1,3,0,6,6,17
Freeman Williams,193,86,Portland State University,1956,9,110,25,67,12,17,7,14,18,53,4,8,12,7,7,1,13,10,69
Furkan Aldemir,208,108,NaN,1991,41,540,40,78,13,27,0,5,40,73,78,98,176,28,17,16,17,96,93
Gabe Pruitt,193,77,University of Southern California,1986,62,461,45,140,18,23,17,60,28,80,10,41,51,52,20,3,24,44,125
Gal Mekel,190,86,Wichita State University,1988,35,335,33,106,8,12,5,23,28,83,5,23,28,76,6,1,33,32,79
Gani Lawal,206,106,Georgia Institute of Technology,1988,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Garret Siler,211,138,Augusta State University,1986,21,101,17,31,11,22,0,0,17,31,16,12,28,3,1,4,10,20,45
Garrett Temple,198,88,Louisiana State University,1986,425,7336,736,1844,324,461,282,823,454,1021,156,628,784,658,328,107,379,710,2078
Garth Joseph,218,142,College of Saint Rose,1973,8,32,2,10,0,4,0,0,2,10,4,0,4,2,0,2,4,2,4
Gary Alexander,201,108,University of South Florida,1969,22,110,16,28,6,18,0,0,16,28,14,16,30,4,6,0,16,20,38
Gary Forbes,201,99,University of Massachusetts Amherst,1985,111,1504,236,544,125,178,48,141,188,403,55,163,218,103,47,10,100,133,645
Gary Grant,190,83,University of Michigan,1965,552,12602,1864,4140,545,702,95,342,1769,3798,347,936,1283,3013,821,69,1268,1200,4368
Gary Harris,193,95,Michigan State University,1994,188,4940,745,1619,248,314,233,655,512,964,123,339,462,340,207,33,212,306,1971
Gary Leonard,216,113,University of Missouri,1967,31,149,17,37,10,20,0,1,17,36,13,21,34,2,4,10,9,31,44
Gary Neal,193,95,Towson University,1984,458,9814,1656,3995,671,781,578,1547,1078,2448,105,874,979,756,186,11,494,678,4561
Gary Payton,193,81,Oregon State University,1968,6,99,8,22,3,5,1,9,7,13,0,12,12,13,3,4,10,9,20
Gary Payton*,193,81,Oregon State University,1968,1415,50325,9373,20164,3515,4832,1186,3752,8187,16412,1471,4132,5603,9629,2578,305,3217,3398,23447
Gary Plummer,206,97,Boston University,1962,126,1439,198,460,134,187,1,7,197,453,107,200,307,66,29,25,128,268,531
Gary Trent,203,113,Ohio University,1974,560,11226,2033,4085,922,1422,8,62,2025,4023,965,1649,2614,576,258,201,693,1257,4996
Gary Voce,206,108,University of Notre Dame,1965,1,4,1,3,0,0,0,0,1,3,2,0,2,0,0,0,0,0,2
Gaylon Nickerson,190,86,Northwestern Oklahoma State University,1969,8,84,8,24,14,14,0,4,8,20,2,8,10,2,2,2,2,2,30
Geert Hammink,213,118,Louisiana State University,1969,14,44,6,14,10,16,0,0,6,14,5,6,11,2,0,0,4,6,22
Gene Banks,201,97,Duke University,1959,227,6052,894,1643,494,658,1,27,893,1616,426,687,1113,655,198,40,392,605,2283
Geno Carlisle,190,81,University of California,1976,6,16,2,3,4,6,0,0,2,3,1,0,1,1,0,0,1,1,8
Geoff Huston,188,79,Texas Tech University,1957,109,1729,207,419,83,129,3,8,204,411,16,67,83,466,52,4,136,103,500
George Gervin*,201,81,Eastern Michigan University,1952,154,4156,1119,2282,607,706,4,29,1115,2253,157,292,449,322,115,71,359,418,2849
George Hill,190,85,Indiana University-Purdue University Indianapolis,1986,599,17357,2486,5490,1321,1648,746,1965,1740,3525,333,1591,1924,2002,555,176,789,1289,7039
George Johnson,211,111,Stephen F. Austin State University,1947,163,1827,162,368,84,101,2,11,160,357,149,262,411,73,56,131,103,297,410
George Lynch,203,98,University of North Carolina,1970,774,17683,2086,4677,791,1213,146,477,1940,4200,1508,2394,3902,1121,817,258,890,1675,5109
George McCloud,198,92,Florida State University,1967,830,18922,2707,6718,1150,1419,1019,2827,1688,3891,695,1826,2521,1878,654,198,1131,1772,7583
George Zidek,213,113,"University of California, Los Angeles",1973,199,1768,217,542,189,239,2,8,215,534,147,242,389,48,19,17,100,312,625
Georges Niang,203,104,Iowa State University,1993,23,93,9,36,2,2,1,12,8,24,2,15,17,5,3,0,5,6,21
Georgi Glouchkov,203,106,NaN,1960,49,772,84,209,70,122,1,1,83,208,31,132,163,32,26,25,76,124,239
Georgios Papagiannis,216,108,NaN,1997,22,355,56,102,12,14,0,2,56,100,24,62,86,20,3,17,24,44,124
Gerald Brown,198,86,Wayne State University,1935,33,236,33,89,11,14,3,10,30,79,5,17,22,31,5,1,22,21,80
Gerald Fitch,190,85,University of Kentucky,1982,18,239,30,89,17,23,7,26,23,63,7,23,30,33,7,5,15,28,84
Gerald Glass,196,100,University of Mississippi,1967,276,4266,840,1955,181,281,34,149,806,1806,295,367,662,379,166,77,214,475,1895
Gerald Green,201,92,NaN,1986,574,10986,1965,4706,752,923,711,1968,1254,2738,287,1102,1389,560,286,161,667,1060,5393
Gerald Henderson,188,79,Virginia Commonwealth University,1956,1228,28668,4418,9903,2442,3042,532,1552,3886,8351,677,2187,2864,3829,1069,244,1829,2434,11810
Gerald Madkins,193,90,"University of California, Los Angeles",1969,48,420,26,71,16,21,12,32,14,39,3,23,26,65,24,1,29,36,80
Gerald Paddio,201,92,"University of Nevada, Las Vegas",1965,147,1762,327,785,106,146,8,34,319,751,65,135,200,145,42,12,99,113,768
Gerald Wallace,201,97,University of Alabama,1982,961,29500,4189,8975,2953,4116,515,1639,3674,7336,1343,4450,5793,2062,1390,780,1749,2157,11846
Gerald Wilkins,198,83,University of Tennessee at Chattanooga,1963,900,26084,4754,10564,1810,2429,418,1322,4336,9242,975,1671,2646,2697,907,208,1687,1853,11736
Gerard King,183,79,University of Charleston,1928,126,1829,235,467,96,129,0,0,235,467,129,264,393,84,50,27,92,238,566
Gheorghe Muresan,231,137,NaN,1971,307,6729,1265,2206,490,761,0,1,1265,2205,658,1299,1957,150,171,455,446,958,3020
Giannis Antetokounmpo,211,100,NaN,1994,318,10106,1725,3470,1162,1570,125,451,1600,3019,433,1760,2193,1136,358,410,737,931,4737
Gilbert Arenas,190,86,University of Arizona,1982,622,21147,3991,9584,2999,3737,1176,3404,2815,6180,466,1891,2357,3183,958,155,1921,1871,12157
Glen Davis,206,131,Louisiana State University,1986,582,12527,1885,4204,968,1384,14,66,1871,4138,839,1748,2587,534,415,202,604,1397,4752
Glen Rice,201,97,University of Michigan,1967,1016,35137,6790,14919,3234,3826,1565,3920,5225,10999,952,3459,4411,2106,964,266,1744,2379,18379
Glenn Robinson,201,102,Purdue University,1973,872,27802,5846,12752,2585,3179,693,2023,5153,10729,1126,3454,4580,1974,896,420,2224,1961,14970
God Shammgod,183,76,Providence College,1976,20,146,19,58,23,30,0,2,19,56,2,5,7,36,7,1,21,27,61
Goran Dragic,190,86,NaN,1986,795,21741,3879,8199,1826,2432,845,2341,3034,5858,602,1710,2312,3669,806,149,1758,1831,10429
Gordan Giricek,198,95,NaN,1977,589,13844,2223,5054,841,1015,470,1286,1753,3768,270,1231,1501,905,354,74,817,1134,5757
Gordon Hayward,203,102,Butler University,1990,516,16164,2721,6129,1946,2372,689,1873,2032,4256,377,1771,2148,1762,527,215,1059,923,8077
Gorgui Dieng,211,109,University of Louisville,1990,297,7884,1012,1979,591,752,24,70,988,1909,671,1470,2141,486,283,367,427,769,2639
Grant Gondrezick,196,92,Pepperdine University,1963,91,1080,173,395,101,147,7,28,166,367,62,84,146,115,38,5,73,127,454
Grant Hill,203,102,Duke University,1972,1026,34776,6345,13126,4228,5498,219,697,6126,12429,1176,4993,6169,4252,1248,576,2459,2377,17137
Grant Jerrett,208,106,University of Arizona,1993,16,102,14,52,2,2,2,30,12,22,4,14,18,6,4,4,6,22,32
Grant Long,203,102,Eastern Michigan University,1966,1084,31155,3814,8156,2735,3597,94,324,3720,7832,2359,4401,6760,1847,1308,400,1783,3200,10457
Granville Waiters,211,102,Ohio State University,1961,171,1507,147,351,35,67,0,4,147,347,119,194,313,61,32,100,88,246,329
Greg Anderson,208,104,University of Houston,1964,748,14964,2127,4360,989,1783,2,24,2125,4336,1529,3035,4564,401,515,635,1010,1881,5245
Greg Anthony,183,79,"University of Nevada, Las Vegas",1967,817,17364,2097,5225,1119,1536,658,1911,1439,3314,293,1256,1549,3279,964,84,1137,1438,5971
Greg Ballard,201,97,University of Oregon,1955,241,6050,990,2120,293,372,46,122,944,1998,383,912,1295,399,215,56,230,565,2319
Greg Buckner,193,95,Clemson University,1976,570,10895,1120,2491,399,527,239,716,881,1775,457,1136,1593,719,454,111,394,1342,2878
Greg Butler,211,108,Stanford University,1966,55,210,28,79,20,28,0,3,28,76,20,33,53,4,1,2,24,45,76
Greg Dreiling,216,113,University of Kansas,1962,474,4241,375,803,261,402,3,9,372,794,287,731,1018,186,82,137,250,923,1014
Greg Foster,211,108,University of Texas at El Paso,1968,777,9416,1252,2820,517,699,27,116,1225,2704,626,1407,2033,411,112,236,561,1462,3048
Greg Graham,193,78,Indiana University,1970,260,3143,409,1006,279,361,81,251,328,755,76,200,276,253,153,13,225,277,1178
Greg Grant,170,63,Trenton State University,1966,373,4768,448,1144,123,168,56,198,392,946,85,266,351,1065,228,12,307,401,1075
Greg Kelser,201,86,Michigan State University,1957,10,114,21,53,20,28,0,1,21,52,6,13,19,13,7,0,12,16,62
Greg Kite,211,113,Brigham Young University,1961,779,11965,846,1941,341,698,1,7,845,1934,1054,2020,3074,422,216,521,660,1876,2034
Greg Minor,198,95,University of Louisville,1971,277,5144,794,1662,290,378,24,106,770,1556,258,483,741,384,156,46,225,464,1902
Greg Monroe,211,120,Georgetown University,1990,538,15955,3029,5924,1514,2147,0,12,3029,5912,1593,3114,4707,1216,614,332,1060,1250,7572
Greg Oden,213,113,Ohio State University,1988,105,2028,317,552,206,313,0,0,317,552,256,400,656,51,40,130,138,374,840
Greg Ostertag,218,127,University of Kansas,1973,756,14753,1339,2757,833,1465,1,10,1338,2747,1475,2670,4145,443,189,1293,684,1873,3512
Greg Smith,196,88,Western Kentucky University,1947,149,1834,243,394,110,191,0,1,243,393,165,324,489,41,32,59,65,290,596
Greg Stiemsma,211,117,University of Wisconsin,1985,203,3048,269,529,103,146,0,1,269,528,190,489,679,97,118,232,143,512,641
Greg Stokes,208,99,University of Iowa,1963,42,384,57,128,16,23,0,1,57,127,29,33,62,17,14,11,22,64,130
Greg Sutton,188,77,Oral Roberts University,1967,216,2601,357,904,136,182,163,438,194,466,30,173,203,386,109,15,245,409,1013
Greivis Vasquez,198,98,University of Maryland,1987,480,11299,1655,3955,518,626,521,1469,1134,2486,145,1049,1194,2258,267,39,881,910,4349
Guillermo Diaz,188,87,University of Miami,1985,6,18,1,4,3,5,0,1,1,3,2,0,2,1,0,0,0,0,5
Gundars Vetra,198,88,NaN,1967,13,89,19,40,4,6,3,3,16,37,4,4,8,6,2,0,2,12,45
Gus Williams,188,79,University of Southern California,1953,189,5725,1125,2642,416,574,86,310,1039,2332,132,269,401,1200,291,52,427,325,2752
Gustavo Ayon,208,113,NaN,1985,190,2985,376,697,87,183,0,1,376,696,248,540,788,244,122,90,169,379,839
Guy Rucker,211,120,University of Iowa,1977,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
Guy Williams,188,79,University of Southern California,1953,26,144,31,68,5,11,1,4,30,64,15,18,33,9,6,4,8,24,68
Ha Seung-Jin,221,138,NaN,1985,46,316,28,54,14,28,0,0,28,54,20,47,67,3,4,13,26,62,70
Hakeem Olajuwon*,213,115,University of Houston,1963,1238,44222,10749,20991,5423,7621,25,124,10724,20867,4034,9714,13748,3058,2162,3830,3667,4383,26946
Hakim Warrick,206,99,Syracuse University,1982,630,12670,2108,4342,1636,2254,22,120,2086,4222,840,1680,2520,477,255,178,733,1132,5874
Hamady N'Diaye,213,106,Rutgers University,1987,33,157,7,15,6,13,0,0,7,15,7,18,25,3,2,9,6,33,20
Hamed Haddadi,218,115,NaN,1985,181,1378,165,363,93,152,0,5,165,358,180,303,483,55,17,119,123,269,423
Hank McDowell,206,97,University of Memphis,1959,63,406,52,101,30,42,0,2,52,99,28,62,90,17,6,8,21,61,134
Hanno Mottola,211,112,University of Utah,1976,155,2360,292,661,130,166,1,16,291,645,130,312,442,75,31,28,137,337,715
Harold Ellis,196,90,Morehouse College,1970,145,1923,312,592,215,329,1,21,311,571,177,114,291,89,159,18,111,252,840
Harold Jamison,203,117,Clemson University,1976,37,250,29,63,14,33,0,0,29,63,40,20,60,10,7,2,10,40,72
Harold Keeling,193,83,Santa Clara University,1963,20,75,17,39,10,14,0,0,17,39,3,3,6,10,7,0,7,9,44
Harold Miner,196,95,University of Southern California,1971,200,3748,692,1504,394,502,23,74,669,1430,191,241,432,245,80,27,278,370,1801
Harold Pressley,201,95,Villanova University,1963,299,6802,1075,2458,344,442,208,581,867,1877,517,822,1339,628,275,188,410,670,2702
Harrison Barnes,190,92,Northeastern University,1945,386,11425,1757,3876,726,936,365,986,1392,2890,407,1412,1819,564,285,78,415,708,4605
Harvey Catchings,206,98,Hardin-Simmons University,1951,70,1049,72,149,59,89,0,1,72,148,89,173,262,14,15,57,55,162,203
Harvey Grant,203,88,University of Oklahoma,1965,783,20510,3345,7138,1026,1448,65,243,3280,6895,1170,2266,3436,1219,599,428,714,1768,7781
Hasheem Thabeet,221,119,University of Connecticut,1987,291,2869,210,382,151,261,0,0,210,382,243,469,712,31,69,210,148,549,571
Hassan Adams,193,99,University of Arizona,1984,73,547,79,148,27,42,0,1,79,147,36,48,84,14,18,5,26,51,185
Hassan Whiteside,213,120,Marshall University,1989,217,5891,1210,2069,522,855,0,0,1210,2069,692,1782,2474,93,130,568,354,570,2942
Haywoode Workman,188,81,Oral Roberts University,1966,395,7552,779,1876,362,476,133,411,646,1465,151,694,845,1471,374,21,556,721,2053
Hedo Turkoglu,208,99,NaN,1979,1078,29235,4173,9756,2180,2801,1373,3556,2800,6200,692,3635,4327,3175,822,333,1710,2650,11899
Henry Ellenson,211,111,Marquette University,1997,19,146,23,64,4,8,10,35,13,29,8,33,41,7,1,1,14,6,60
Henry James,203,99,St. Mary's University,1965,222,2791,493,1190,218,268,155,415,338,775,113,216,329,88,51,18,141,315,1359
Henry Sims,208,112,Georgetown University,1990,181,3417,533,1130,311,409,4,24,529,1106,352,555,907,192,104,84,194,405,1381
Henry Turner,188,88,University of Nebraska,1938,66,464,81,179,60,100,2,8,79,171,39,39,78,29,25,8,38,60,224
Henry Walker,196,83,NaN,1984,216,3784,506,1097,156,203,240,631,266,466,70,419,489,193,116,30,170,458,1408
Herb Williams,208,109,Ohio State University,1958,993,24456,4023,8795,1520,2186,7,75,4016,8720,1294,4156,5450,1391,498,1315,1527,2568,9573
Hersey Hawkins,190,86,Bradley University,1966,983,32034,4889,10612,3466,3985,1226,3108,3663,7504,825,2729,3554,2860,1622,302,1828,2043,14470
Hilton Armstrong,211,106,University of Connecticut,1984,378,4201,412,848,215,381,4,12,408,836,361,617,978,137,123,175,280,687,1043
Hiram Fuller,206,108,"California State University, Fresno",1981,4,43,3,8,2,6,0,0,3,8,4,7,11,2,0,1,4,5,8
Hollis Thompson,203,93,Georgetown University,1991,305,7176,819,1995,222,316,395,1036,424,959,218,721,939,327,186,74,224,610,2255
Horace Grant,208,97,Clemson University,1965,1165,38621,5439,10695,2114,3053,4,63,5435,10632,3467,5976,9443,2575,1143,1136,1303,2832,12996
Horace Jenkins,185,81,William Paterson University,1974,15,104,15,45,12,13,0,9,15,36,3,6,9,9,5,1,7,6,42
Horacio Llamas,211,129,Grand Canyon University,1973,28,143,23,49,11,18,1,3,22,46,8,28,36,5,11,8,20,39,58
Hot Rod,193,83,NaN,1935,887,26327,3688,7681,2406,3315,2,19,3686,7662,2070,3928,5998,1592,746,1456,1208,2253,9784
Howard Carter,196,97,Louisiana State University,1961,11,66,4,23,1,1,0,3,4,20,1,2,3,4,1,0,8,4,9
Howard Eisley,188,80,Boston College,1972,934,18416,2121,5293,965,1166,590,1716,1531,3577,243,1291,1534,3185,625,96,1341,1953,5797
Howard Nathan,180,79,University of Louisiana at Monroe,1972,5,15,5,9,3,4,0,1,5,8,0,0,0,2,3,0,8,2,13
Howard Wright,190,83,Austin Peay State University,1947,34,338,42,99,32,50,0,2,42,97,25,67,92,6,8,10,22,56,116
Hubert Davis,196,83,University of North Carolina,1970,768,16913,2305,5044,695,827,806,1823,1499,3221,239,953,1192,1286,334,45,730,1144,6111
Ian Clark,190,79,Belmont University,1991,226,2271,364,812,95,117,122,338,242,474,46,195,241,193,82,29,130,199,945
Ian Lockhart,203,108,University of Tennessee,1967,1,2,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4
Ian Mahinmi,211,113,NaN,1986,469,7902,912,1692,597,1003,0,6,912,1686,676,1371,2047,230,263,341,435,1207,2421
Ibo Kutluay,198,90,NaN,1974,5,12,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0
Igor Rakocevic,190,83,NaN,1978,42,244,22,58,29,36,5,12,17,46,4,13,17,33,4,0,23,25,78
Ike Diogu,203,113,Arizona State University,1983,313,3770,654,1298,523,665,2,4,652,1294,376,572,948,97,47,94,279,570,1833
Iman Shumpert,196,99,Georgia Institute of Technology,1990,432,11006,1207,3029,373,496,446,1311,761,1718,335,1165,1500,839,514,106,544,1026,3233
Ime Udoka,198,97,Portland State University,1977,316,5711,614,1471,189,268,218,612,396,859,219,707,926,308,208,54,221,528,1635
Ira Bowman,196,88,University of Pennsylvania,1973,17,68,7,11,1,2,0,1,7,10,1,4,5,9,3,0,2,3,15
Ira Newble,201,99,Miami University,1975,429,8343,858,1927,301,387,101,298,757,1629,450,789,1239,360,232,113,323,764,2118
Irving Thomas,203,102,Florida State University,1966,26,108,17,50,12,21,0,0,17,50,14,17,31,10,4,1,13,24,46
Isaac Austin,208,115,Arizona State University,1969,510,10616,1701,3772,929,1387,9,59,1692,3713,816,1771,2587,713,275,282,907,1198,4340
Isaac Fontaine,193,95,Washington State University,1975,6,75,3,14,4,6,1,5,2,9,0,5,5,4,0,0,4,6,11
Isaiah Canaan,183,91,Murray State University,1991,232,4686,646,1738,299,362,401,1126,245,612,69,352,421,392,144,23,256,359,1992
Isaiah Morris,203,103,University of Arkansas,1969,25,102,26,57,3,4,0,0,26,57,6,6,12,4,3,1,8,14,55
Isaiah Rider,196,97,"University of Nevada, Las Vegas",1971,563,17851,3583,8085,1572,1935,667,1896,2916,6189,676,1490,2166,1535,367,136,1425,1327,9405
Isaiah Taylor,190,77,University of Texas at Austin,1994,4,52,1,7,1,2,0,2,1,5,1,2,3,3,1,1,0,6,3
Isaiah Thomas,185,81,Indiana University,1961,508,14940,3061,6948,2421,2768,995,2707,2066,4241,279,1014,1293,2562,488,51,1174,1107,9538
Isaiah Whitehead,193,96,Seton Hall University,1995,73,1643,204,508,91,113,44,149,160,359,32,152,184,192,42,36,142,175,543
Ish Smith,183,79,Wake Forest University,1988,657,11487,1788,4408,450,683,205,680,1583,3728,220,1240,1460,2375,466,132,851,715,4231
Isiah Thomas*,185,81,Indiana University,1961,744,26983,5347,11851,2978,3840,323,1124,5024,10727,686,1928,2614,6948,1308,170,2750,2076,13995
Ivan Johnson,203,104,University of Oregon,1984,125,1969,326,631,153,231,3,19,323,612,141,351,492,78,99,32,140,247,808
Ivan McFarlin,203,108,Oklahoma State University,1982,11,41,5,13,5,7,0,1,5,12,7,4,11,1,0,0,1,8,15
Ivano Newbill,206,111,Georgia Institute of Technology,1970,134,1430,76,193,45,104,1,1,75,192,140,214,354,50,50,29,71,213,198
Ivica Zubac,216,120,NaN,1997,38,609,126,238,32,49,0,3,126,235,41,118,159,30,14,33,30,66,284
J.J. Anderson,190,83,NaN,1960,44,457,61,149,27,45,0,2,61,147,29,53,82,21,29,9,32,70,149
J.J. Barea,203,94,NaN,1984,695,13482,2283,5403,777,972,634,1804,1649,3599,215,1184,1399,2513,269,18,1011,1008,5977
J.J. Hickson,218,122,NaN,1986,623,13605,2312,4603,1115,1830,0,24,2312,4579,1345,2761,4106,517,319,358,869,1165,5739
J.J. O'Brien,185,81,NaN,1992,2,6,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
J.J. Redick,188,86,NaN,1984,768,19544,3143,7052,1592,1790,1436,3515,1707,3537,146,1349,1495,1572,361,61,863,1136,9314
J.R. Bremer,206,117,NaN,1981,136,2389,257,780,111,151,139,434,118,346,36,181,217,266,74,11,107,144,764
J.R. Giddens,216,115,NaN,1985,70,486,58,123,26,46,0,20,58,103,34,71,105,26,19,4,35,59,142
J.R. Henderson,206,104,NaN,1980,30,331,35,96,25,45,2,5,33,91,20,27,47,22,9,4,18,29,97
J.R. Reid,203,106,NaN,1966,861,19599,2743,5790,1765,2428,5,44,2738,5746,1242,3062,4304,809,641,322,1202,2565,7256
J.R. Smith,188,86,NaN,1920,950,25810,4421,10524,1463,1994,1937,5173,2484,5351,495,2538,3033,2107,976,212,1316,2169,12242
JaJuan Johnson,206,113,Wake Forest University,1987,36,298,54,121,6,9,0,0,54,121,20,38,58,6,5,14,14,25,114
JaKarr Sampson,211,106,University of California,1983,220,3451,426,980,223,338,59,253,367,727,127,416,543,169,84,92,216,419,1134
JaMychal Green,206,102,University of Alabama,1990,203,3875,534,1089,253,324,70,202,464,887,344,663,1007,159,102,77,205,487,1391
JaVale McGee,213,122,"University of Nevada, Reno",1988,577,10507,1982,3578,698,1242,1,10,1981,3568,1114,1908,3022,189,219,930,583,1259,4663
Jabari Brown,193,97,University of Missouri,1992,19,568,70,170,64,85,23,62,47,108,3,33,36,40,12,2,32,33,227
Jabari Parker,203,113,Duke University,1995,152,4874,971,1976,383,512,78,229,893,1747,252,595,847,314,151,56,255,307,2403
Jabari Smith,211,113,Louisiana State University,1977,131,1244,151,366,99,145,1,11,150,355,57,149,206,77,43,32,59,197,402
